GEOID,unemployment_2019,unemployment_2020,delta_unemployment,state_name,county_name,votes_gop,votes_dem,total_votes,diff,per_gop,per_dem,per_point_diff
13225,0.04080050736382214,0.06083212519032806,0.02003161782650592,Georgia,Peach County,6506,5922,12553,584,0.5182824822751534,0.4717597387078786,0.046522743567274816
13227,0.02981010586052603,0.046829493191197474,0.017019387330671445,Georgia,Pickens County,14110,2824,17167,11286,0.8219257878487797,0.1645016601619386,0.6574241276868411
13229,0.03379258805043499,0.04416025773246506,0.010367669682030074,Georgia,Pierce County,7898,1100,9047,6798,0.8729965734497623,0.12158726649718139,0.7514093069525809
13231,0.030152918371742405,0.04818534009213037,0.018032421720387968,Georgia,Pike County,9127,1505,10720,7622,0.8513992537313433,0.14039179104477612,0.7110074626865672
13233,0.036251249146510754,0.05798834460388147,0.021737095457370716,Georgia,Polk County,13587,3657,17396,9930,0.781041618762934,0.21022074040009198,0.570820878362842
13235,0.03837847843524403,0.04472140762463343,0.006342929189389404,Georgia,Pulaski County,2815,1230,4081,1585,0.6897819161970106,0.3013967164910561,0.3883851997059545
13237,0.04327020973325189,0.06422965716646015,0.02095944743320826,Georgia,Putnam County,8291,3448,11855,4843,0.699367355546183,0.2908477435681147,0.4085196119780683
13239,0.05048402206724264,0.05893319523562921,0.008449173168386573,Georgia,Quitman County,604,497,1106,107,0.546112115732369,0.44936708860759494,0.09674502712477401
13241,0.03521159582401193,0.0528388928317956,0.01762729700778367,Georgia,Rabun County,7474,1984,9568,5490,0.7811454849498328,0.20735785953177258,0.5737876254180603
13243,0.048369547297965644,0.05613061224489795,0.007761064946932308,Georgia,Randolph County,1390,1671,3073,-281,0.4523267165636186,0.5437683045883501,-0.09144158802473151
13245,0.04516668658143148,0.07423004286338648,0.029063356281955006,Georgia,Richmond County,26780,59119,87009,-32339,0.307784252203795,0.6794584468273397,-0.3716741946235447
13247,0.03776975403013313,0.07191258889464512,0.034142834864511994,Georgia,Rockdale County,13014,31237,44681,-18223,0.29126474340323627,0.6991114791522124,-0.4078467357489761
13249,0.03849068040612214,0.040478242944417375,0.001987562538295233,Georgia,Schley County,1800,462,2275,1338,0.7912087912087912,0.20307692307692307,0.5881318681318681
13251,0.05407972747223951,0.07786214570923611,0.023782418236996596,Georgia,Screven County,3915,2661,6627,1254,0.5907650520597555,0.40153915799004075,0.18922589406971474
13253,0.04412733260153678,0.05055899933584237,0.006431666734305591,Georgia,Seminole County,2613,1256,3888,1357,0.6720679012345679,0.3230452674897119,0.34902263374485604
13255,0.039944667408696864,0.07230306278082362,0.03235839537212675,Georgia,Spalding County,18104,11828,30211,6276,0.5992519281056569,0.3915130250570984,0.20773890304855847
13257,0.03854403082274581,0.06087472757524392,0.02233069675249811,Georgia,Stephens County,9367,2386,11885,6981,0.7881363062684056,0.20075725704669753,0.587379049221708
13259,0.04163478260869565,0.052419750662609205,0.010784968053913553,Georgia,Stewart County,801,1182,1990,-381,0.40251256281407033,0.5939698492462312,-0.19145728643216087
13261,0.04798880589661221,0.06718543869376517,0.01919663279715296,Georgia,Sumter County,5733,6314,12148,-581,0.47192953572604546,0.5197563384919328,-0.047826802765887355
13263,0.04466581926749239,0.06666260435074035,0.021996785083247962,Georgia,Talbot County,1392,2114,3522,-722,0.39522998296422485,0.6002271436683703,-0.20499716070414542
13265,0.049132097675786995,0.06640281442392261,0.017270716748135614,Georgia,Taliaferro County,360,561,928,-201,0.3879310344827586,0.6045258620689655,-0.2165948275862069
13267,0.03826070279741616,0.043190256150004006,0.004929553352587844,Georgia,Tattnall County,6054,2062,8185,3992,0.7396456933414783,0.25192425167990223,0.4877214416615761
13269,0.040422936152907686,0.05918877741685112,0.018765841263943435,Georgia,Taylor County,2420,1388,3842,1032,0.6298802706923478,0.3612701717855284,0.26861009890681936
13271,0.09519654199728067,0.09864251359733896,0.003445971600058287,Georgia,Telfair County,2825,1488,4334,1337,0.6518227964928472,0.34333179510844486,0.3084910013844024
13273,0.05052111773224757,0.07269667853484856,0.022175560802600983,Georgia,Terrell County,2004,2376,4416,-372,0.453804347826087,0.5380434782608695,-0.08423913043478254
13275,0.04023517744563292,0.06149069260692557,0.02125551516129265,Georgia,Thomas County,12969,8708,21872,4261,0.5929498902706657,0.398134601316752,0.1948152889539137
13277,0.03354387919140264,0.04964456550624502,0.016100686314842377,Georgia,Tift County,10784,5318,16279,5466,0.6624485533509429,0.32667854290804105,0.33577001044290183
13279,0.04937971470451539,0.06526997779066641,0.015890263086151026,Georgia,Toombs County,7873,2938,10914,4935,0.7213670514934946,0.26919552867876123,0.45217152281473333
13281,0.048289738430583505,0.0681792399319342,0.019889501501350694,Georgia,Towns County,6384,1550,7979,4834,0.800100263190876,0.19425993232234615,0.6058403308685298
13283,0.052674741357557404,0.06103573845509329,0.008360997097535884,Georgia,Treutlen County,2101,952,3077,1149,0.682807929801755,0.30939226519337015,0.3734156646083848
13285,0.03182613241118639,0.06800010480028995,0.03617397238910356,Georgia,Troup County,18142,11577,30047,6565,0.6037873997404067,0.38529636902186576,0.21849103071854098
13287,0.038099030930572146,0.070944348100268,0.03284531716969586,Georgia,Turner County,2349,1409,3791,940,0.619625428646795,0.3716697441308362,0.24795568451595884
13289,0.05432012971971276,0.07158416137021455,0.017264031650501784,Georgia,Twiggs County,2370,2044,4444,326,0.5333033303330333,0.45994599459945995,0.07335733573357339
13291,0.031213750922703787,0.04391585045535999,0.012702099532656205,Georgia,Union County,12650,2800,15558,9850,0.813086514976218,0.17997171872991388,0.6331147962463041
13293,0.03569509367293606,0.06364666582722889,0.02795157215429283,Georgia,Upson County,8606,4203,12905,4403,0.6668733049205734,0.3256877179387834,0.34118558698178997
13295,0.0356021025889056,0.04696384847660427,0.011361745887698671,Georgia,Walker County,23173,5770,29354,17403,0.7894324453226136,0.1965660557334605,0.592866389589153
13297,0.030651923895424125,0.05256202764703262,0.021910103751608494,Georgia,Walton County,37839,12683,51093,25156,0.7405906875697258,0.24823361321511753,0.4923570743546083
13299,0.03654988775723417,0.054079830833624,0.01752994307638983,Georgia,Ware County,9903,4169,14189,5734,0.6979350200859821,0.29381915568398054,0.40411586440200153
13301,0.04543843063105649,0.060435636493483304,0.014997205862426817,Georgia,Warren County,1166,1468,2650,-302,0.44,0.5539622641509434,-0.1139622641509434
13303,0.04155180608365019,0.06423673763984121,0.022684931556191022,Georgia,Washington County,4668,4743,9477,-75,0.49256093700538145,0.5004748338081672,-0.007913896802785703
13305,0.04000467720011109,0.0566029181747429,0.016598240974631813,Georgia,Wayne County,9987,2688,12779,7299,0.781516550590813,0.21034509742546365,0.5711714531653493
13307,0.04941234894884953,0.054613935969868174,0.005201587021018646,Georgia,Webster County,748,640,1391,108,0.5377426312005751,0.46010064701653486,0.07764198418404022
13309,0.07437118310733878,0.07168345927791771,-0.0026877238294210765,Georgia,Wheeler County,1583,689,2285,894,0.6927789934354486,0.3015317286652079,0.3912472647702407
13311,0.02641637036202109,0.04149659519016737,0.01508022482814628,Georgia,White County,12222,2411,14816,9811,0.8249190064794817,0.1627294816414687,0.662189524838013
13313,0.044227947716869206,0.07196431313413679,0.02773636541726758,Georgia,Whitfield County,25644,10680,36766,14964,0.6974922482728608,0.29048577490072347,0.40700647337213736
13315,0.044435511302142926,0.05681782667125043,0.012382315369107506,Georgia,Wilcox County,2402,861,3279,1541,0.7325404086611772,0.262580054894785,0.4699603537663922
13317,0.045356465639371416,0.06231685876147685,0.016960393122105434,Georgia,Wilkes County,2823,2160,5030,663,0.5612326043737574,0.4294234592445328,0.13180914512922465
13319,0.03810045046941439,0.04941738620169335,0.01131693573227896,Georgia,Wilkinson County,2665,2074,4770,591,0.5587002096436059,0.4348008385744235,0.12389937106918242
13321,0.038785029222238865,0.05302171448504404,0.014236685262805172,Georgia,Worth County,6830,2395,9285,4435,0.7355950457727517,0.2579429186860528,0.4776521270866989
15001,0.03448004775412112,0.1155184919999813,0.08103844424586018,Hawaii,Hawaii County,26897,58731,87814,-31834,0.3062951237843624,0.6688113512651741,-0.3625162274808117
15003,0.025802945837857773,0.10343365226731571,0.07763070642945794,Hawaii,Honolulu County,136259,238869,382114,-102610,0.3565925352120048,0.6251249627074643,-0.2685324274954595
15007,0.026766021408255382,0.1624684814791446,0.13570246007088924,Hawaii,Kauai County,11582,21225,33497,-9643,0.3457623070722751,0.6336388333283578,-0.2878765262560827
15009,0.026197332226484994,0.17883169600082693,0.15263436377434195,Hawaii,Maui County,22126,47305,71044,-25179,0.311440797252407,0.6658549631214459,-0.3544141658690389
16001,0.02505243089905798,0.053140682245004775,0.028088251345946794,Idaho,Ada County,130699,120539,259389,10160,0.5038725620593009,0.46470359190250937,0.039168970156791494
16003,0.06798043867718975,0.09181923522595598,0.023838796548766222,Idaho,Adams County,1941,591,2586,1350,0.7505800464037123,0.228538283062645,0.5220417633410673
16005,0.028211155813373252,0.05010695390857897,0.02189579809520572,Idaho,Bannock County,23331,14682,39553,8649,0.5898667610547872,0.37119813920562283,0.21866862184916436
16007,0.029134365117125183,0.042056705063530174,0.01292233994640499,Idaho,Bear Lake County,2914,350,3315,2564,0.8790346907993967,0.10558069381598793,0.7734539969834088
16009,0.052368976147979876,0.07405221428711956,0.02168323813913968,Idaho,Benewah County,3878,977,4973,2901,0.779810979288156,0.1964608887995174,0.5833500904886386
16011,0.026641660222608672,0.03790610013887274,0.011264439916264066,Idaho,Bingham County,15295,4124,20094,11171,0.7611724893002887,0.20523539364984572,0.555937095650443
16013,0.026208968148729462,0.07548161008642394,0.049272641937694484,Idaho,Blaine County,4031,8919,13288,-4888,0.3033564118001204,0.671207104154124,-0.3678506923540036
16015,0.04285274110592306,0.07908905537608542,0.036236314270162356,Idaho,Boise County,3485,1204,4820,2281,0.7230290456431535,0.24979253112033195,0.47323651452282156
16017,0.041679650010594406,0.07444356785032781,0.032763917839733404,Idaho,Bonner County,18369,8310,27352,10059,0.6715779467680608,0.30381690552793217,0.36776104124012865
16019,0.023916622717504527,0.03956289283134743,0.015646270113842904,Idaho,Bonneville County,37805,14254,53995,23551,0.700157421983517,0.26398740624131867,0.4361700157421984
16021,0.04426946089220944,0.06104690280041267,0.016777441908203225,Idaho,Boundary County,4937,1220,6313,3717,0.7820370663709805,0.19325201964200855,0.5887850467289719
16023,0.026143010624328517,0.03477508650519031,0.008632075880861793,Idaho,Butte County,1202,188,1415,1014,0.8494699646643109,0.13286219081272085,0.71660777385159
16025,0.027787759013055455,0.04750233426704015,0.019714575253984692,Idaho,Camas County,507,149,754,358,0.6724137931034483,0.1976127320954907,0.4748010610079576
16027,0.03202702389894134,0.058271992267624036,0.026244968368682696,Idaho,Canyon County,61759,25881,90438,35878,0.6828877241867357,0.2861739534266569,0.3967137707600788
16029,0.026622329705763805,0.03623984186250823,0.009617512156744428,Idaho,Caribou County,2906,431,3416,2475,0.8507025761124122,0.12617096018735363,0.7245316159250585
16031,0.024163454650885156,0.03640465196279488,0.012241197311909726,Idaho,Cassia County,7907,1464,9629,6443,0.8211652300342714,0.15204071035413855,0.6691245196801329
16033,0.036660777385159014,0.040599218410768564,0.00393844102560955,Idaho,Clark County,264,41,311,223,0.8488745980707395,0.13183279742765272,0.7170418006430868
16035,0.06768621599908183,0.08363324289906429,0.015947026899982467,Idaho,Clearwater County,3453,877,4419,2576,0.781398506449423,0.1984611903145508,0.5829373161348722
16037,0.04222139117427075,0.05060668836934004,0.008385297195069294,Idaho,Custer County,2089,603,2739,1486,0.7626871120847024,0.22015334063526834,0.542533771449434
16039,0.03269969111746197,0.04799463113251279,0.015294940015050822,Idaho,Elmore County,7246,2601,10205,4645,0.7100440960313572,0.254875061244488,0.4551690347868692
16041,0.02348040143912138,0.03620828022470849,0.01272787878558711,Idaho,Franklin County,5845,657,6664,5188,0.8771008403361344,0.09858943577430973,0.7785114045618247
16043,0.023327968147740272,0.03621771787220907,0.0128897497244688,Idaho,Fremont County,5548,998,6719,4550,0.8257181128144069,0.14853400803691025,0.6771841047774967
16045,0.03284986358529931,0.058955311873599814,0.026105448288300505,Idaho,Gem County,7951,1803,9958,6148,0.7984535047198232,0.1810604539064069,0.6173930508134163
16047,0.02644113831684774,0.03797883440155016,0.011537696084702419,Idaho,Gooding County,4659,1256,6050,3403,0.7700826446280992,0.20760330578512395,0.5624793388429752
16049,0.045331606414993716,0.06658022531834473,0.021248618903351016,Idaho,Idaho County,7826,1561,9602,6265,0.8150385336388253,0.16257029785461363,0.6524682357842116
16051,0.023199197202082997,0.03340687046958714,0.01020767326750414,Idaho,Jefferson County,12099,1661,14173,10438,0.8536654201651026,0.11719466591406195,0.7364707542510407
16053,0.025854531544577723,0.03979128979128979,0.013936758246712068,Idaho,Jerome County,5734,1893,7812,3841,0.7339989759344598,0.2423195084485407,0.4916794674859192
16055,0.035512346353313254,0.07084745691871085,0.03533511056539759,Idaho,Kootenai County,62837,24312,89878,38525,0.6991366074011438,0.27050001112619326,0.42863659627495054
16057,0.02701661469084184,0.04656164265942702,0.01954502796858518,Idaho,Latah County,9472,10236,20570,-764,0.46047642197374816,0.4976178901312591,-0.03714146815751096
16059,0.04758121056321571,0.06594023814873062,0.018359027585514914,Idaho,Lemhi County,3592,1032,4738,2560,0.7581257914731955,0.2178134233853947,0.5403123680878008
16061,0.05469342364656523,0.0753508385898,0.020657414943234774,Idaho,Lewis County,1489,349,1870,1140,0.7962566844919786,0.18663101604278076,0.6096256684491979
16063,0.03542906478369461,0.05653603644372039,0.02110697166002578,Idaho,Lincoln County,1469,414,1940,1055,0.7572164948453608,0.2134020618556701,0.5438144329896907
16065,0.01830687951262681,0.027138157894736843,0.008831278382110033,Idaho,Madison County,13559,2666,17112,10893,0.7923679289387564,0.15579710144927536,0.636570827489481
16067,0.02538965768390386,0.03822442300095931,0.01283476531705545,Idaho,Minidoka County,6265,1550,7993,4715,0.7838108344801702,0.1939196797197548,0.5898911547604154
16069,0.028383951115649165,0.05068935219779769,0.022305401082148523,Idaho,Nez Perce County,13738,6686,20967,7052,0.6552201077884294,0.31888205274955883,0.3363380550388706
16071,0.02293775576136119,0.040754194775990314,0.017816439014629124,Idaho,Oneida County,2148,249,2451,1899,0.8763769889840881,0.10159118727050184,0.7747858017135862
16073,0.03369476864561447,0.057976590360910935,0.024281821715296463,Idaho,Owyhee County,3819,816,4742,3003,0.8053563897089836,0.1720792914382117,0.6332770982707718
16075,0.03560252068418571,0.052727386419693045,0.01712486573550734,Idaho,Payette County,8862,2161,11293,6701,0.7847339059594439,0.1913574780837687,0.5933764278756752
16077,0.030939384063874854,0.04142951953824186,0.010490135474367005,Idaho,Power County,2116,865,3086,1251,0.6856772521062865,0.280298120544394,0.4053791315618925
16079,0.05914379233237191,0.09284466108709648,0.03370086875472457,Idaho,Shoshone County,4216,1693,6049,2523,0.6969747065630683,0.27988097206149776,0.4170937345015705
16081,0.022083050378530648,0.055823766677008994,0.03374071629847834,Idaho,Teton County,2858,3318,6347,-460,0.4502914762880101,0.5227666614148416,-0.07247518512683154
16083,0.027988443844938142,0.05185992106720003,0.023871477222261885,Idaho,Twin Falls County,25897,9391,36680,16506,0.7060250817884406,0.2560250817884406,0.45
16085,0.038918562083658396,0.07655380792364386,0.03763524583998546,Idaho,Valley County,3947,2976,7063,971,0.5588276936146114,0.4213507008353391,0.13747699277927228
16087,0.04157932779183231,0.05380861077218058,0.012229282980348276,Idaho,Washington County,4154,1073,5344,3081,0.7773203592814372,0.20078592814371257,0.5765344311377246
17001,0.0342576353423832,0.059615009463955246,0.025357374121572046,Illinois,Adams County,24220,8633,33527,15587,0.7224028395024905,0.25749396009186626,0.46490887941062425
17003,0.06184435228104416,0.09474949555660497,0.032905143275560815,Illinois,Alexander County,1486,1114,2625,372,0.5660952380952381,0.42438095238095236,0.14171428571428574
17005,0.038281482742477765,0.06609826940704827,0.027816786664570506,Illinois,Bond County,5625,2288,8144,3337,0.6906925343811395,0.28094302554027506,0.4097495088408645
17007,0.05638488441525207,0.10902450890156992,0.05263962448631785,Illinois,Boone County,13883,10542,24979,3341,0.5557868609632091,0.4220345089875495,0.13375235197565954
17009,0.02416615624477977,0.03844361602982292,0.014277459785043151,Illinois,Brown County,1931,486,2525,1445,0.7647524752475248,0.19247524752475248,0.5722772277227723
17011,0.04641501839926403,0.07089511691544745,0.02448009851618342,Illinois,Bureau County,10411,6669,17434,3742,0.5971664563496616,0.38252839279568657,0.21463806355397502
17013,0.04812148000285164,0.0740672125680833,0.02594573256523166,Illinois,Calhoun County,2046,677,2773,1369,0.7378290659935088,0.2441399206635413,0.49368914532996755
17015,0.041373740131504105,0.07059172813848859,0.029217988006984483,Illinois,Carroll County,5105,2748,8024,2357,0.6362163509471586,0.3424725822532403,0.2937437686939183
17017,0.04129456700512444,0.062340736614913315,0.021046169609788876,Illinois,Cass County,3625,1615,5326,2010,0.6806233571160345,0.3032294404806609,0.3773939166353736
17019,0.03758866764829874,0.06286645713260698,0.02527778948430824,Illinois,Champaign County,35285,57067,95568,-21782,0.36921354428260506,0.5971350242759083,-0.2279214799933032
17021,0.04825439181676673,0.07622342402839569,0.027969032211628955,Illinois,Christian County,11563,4335,16204,7228,0.7135892372253765,0.2675265366576154,0.4460627005677611
17023,0.04519210979559561,0.07625878220140514,0.03106667240580953,Illinois,Clark County,6226,1993,8355,4233,0.745182525433872,0.23853979652902454,0.5066427289048474
17025,0.0455319530339697,0.09234839179905248,0.04681643876508278,Illinois,Clay County,5629,1129,6899,4500,0.815915350050732,0.16364690534860124,0.6522684447021307
17027,0.031162300267661616,0.05664195053682759,0.025479650269165977,Illinois,Clinton County,14304,4493,19214,9811,0.7444571666493182,0.23383990840012492,0.5106172582491932
17029,0.0404808233103588,0.07051725243943292,0.030036429129074123,Illinois,Coles County,14037,8067,22606,5970,0.6209413430062816,0.35685216314252854,0.264089179863753
17031,0.037858355282486655,0.10965711612498749,0.07179876084250084,Illinois,Cook County,558269,1725973,2321399,-1167704,0.24048817114162624,0.7435055326550929,-0.5030173615134667
17033,0.04298186060298912,0.06870183344466269,0.025719972841673565,Illinois,Crawford County,7043,2202,9441,4841,0.7460014828937612,0.23323800444868129,0.51276347844508
17035,0.03431105790161079,0.05486604587527399,0.020554987973663195,Illinois,Cumberland County,4601,1142,5850,3459,0.7864957264957265,0.19521367521367522,0.5912820512820514
17037,0.041200468129018286,0.07906461086869536,0.03786414273967707,Illinois,DeKalb County,21905,24643,47989,-2738,0.4564587718018713,0.5135135135135135,-0.05705474171164221
17039,0.04339022273647671,0.06319491985552748,0.019804697119050772,Illinois,De Witt County,5632,2191,8024,3441,0.7018943170488534,0.27305583250249255,0.42883848454636087
17041,0.03566237667979376,0.05418403067177863,0.01852165399198487,Illinois,Douglas County,6227,2335,8760,3892,0.7108447488584475,0.2665525114155251,0.4442922374429224
17043,0.029179511374592296,0.07942657555791553,0.05024706418332324,Illinois,DuPage County,193611,281222,485064,-87611,0.399145267428628,0.5797626704929659,-0.18061740306433793
17045,0.04242323436734769,0.06686858817782121,0.024445353810473518,Illinois,Edgar County,6193,1887,8196,4306,0.7556124938994632,0.23023426061493413,0.525378233284529
17047,0.041031149301826,0.07624347607369679,0.03521232677187079,Illinois,Edwards County,2833,488,3368,2345,0.8411520190023754,0.14489311163895488,0.6962589073634204
17049,0.032512035519302006,0.06455509093525305,0.032043055415951045,Illinois,Effingham County,15006,3716,19083,11290,0.7863543468008175,0.1947282921972436,0.5916260546035739
17051,0.0438956096006975,0.07201169420675153,0.028116084606054033,Illinois,Fayette County,8055,1826,10076,6229,0.7994243747518857,0.1812227074235808,0.6182016673283048
17053,0.043011028798130624,0.062495015816475714,0.01948398701834509,Illinois,Ford County,5048,1754,6967,3294,0.7245586335582029,0.25175828907707765,0.4728003444811253
17055,0.05414096603972329,0.10071038166916511,0.04656941562944182,Illinois,Franklin County,13622,4760,18669,8862,0.7296587926509186,0.254968128983877,0.4746906636670416
17057,0.055869216236581455,0.08307015243589597,0.02720093619931451,Illinois,Fulton County,9867,6503,16724,3364,0.5899904329107869,0.38884238220521405,0.20114805070557285
17059,0.04860816730252932,0.08041538576891356,0.03180721846638424,Illinois,Gallatin County,2019,622,2675,1397,0.7547663551401869,0.23252336448598132,0.5222429906542055
17061,0.04300822886176617,0.06277755064638461,0.019769321784618446,Illinois,Greene County,4770,1349,6227,3421,0.7660189497350249,0.21663722498795568,0.5493817247470693
17063,0.04465537344914777,0.08879820542191677,0.044142831972769,Illinois,Grundy County,16523,9626,26753,6897,0.6176129779837776,0.35981011475348557,0.257802863230292
17065,0.03855087666716619,0.06466165413533834,0.02611077746817215,Illinois,Hamilton County,3432,824,4323,2608,0.7938931297709924,0.19060837381448067,0.6032847559565117
17067,0.04693037725446955,0.06618140414370818,0.01925102688923863,Illinois,Hancock County,6906,2315,9383,4591,0.7360119364808697,0.2467227965469466,0.4892891399339231
17069,0.06612719686433177,0.08783654764177964,0.021709350777447872,Illinois,Hardin County,1691,449,2162,1242,0.7821461609620721,0.20767807585568918,0.5744680851063829
17071,0.048019427707393064,0.06734794097701284,0.019328513269619776,Illinois,Henderson County,2394,1187,3656,1207,0.6548140043763676,0.324671772428884,0.3301422319474836
17073,0.04764800359557691,0.07481908669975323,0.027171083104176326,Illinois,Henry County,15300,9797,25700,5503,0.5953307392996109,0.3812062256809339,0.21412451361867701
17075,0.04196854517099895,0.05810106961081845,0.016132524439819503,Illinois,Iroquois County,10877,2908,14044,7969,0.774494446026773,0.2070635146681857,0.5674309313585872
17077,0.03814540059347181,0.07391181587168581,0.035766415278214,Illinois,Jackson County,10890,11181,22716,-291,0.47939778129952454,0.4922081352350766,-0.012810353935552077
17079,0.04232218432472009,0.056356809488718115,0.014034625163998025,Illinois,Jasper County,4494,1007,5586,3487,0.8045112781954887,0.18027210884353742,0.6242391693519513
17081,0.04595728088861837,0.09663159326512966,0.05067431237651129,Illinois,Jefferson County,12476,4608,17436,7868,0.7155310851112641,0.264280798348245,0.45125028676301904
17083,0.04424237850890431,0.07253335831791316,0.028290979809008847,Illinois,Jersey County,8712,2961,11960,5751,0.728428093645485,0.2475752508361204,0.4808528428093646
17085,0.04053670691968564,0.07948701568339349,0.03895030876370785,Illinois,Jo Daviess County,7166,5109,12495,2057,0.5735094037615046,0.40888355342136856,0.16462585034013605
17087,0.060183699663083595,0.08625025349827621,0.026066553835192616,Illinois,Johnson County,5059,1281,6450,3778,0.7843410852713179,0.1986046511627907,0.5857364341085272
17089,0.044337545005160156,0.08726275353547798,0.042925208530317824,Illinois,Kane County,96775,130166,231876,-33391,0.4173566906449999,0.561360382273284,-0.14400369162828408
17091,0.050010081781035574,0.0832479132000224,0.03323783141898682,Illinois,Kankakee County,28532,20271,50039,8261,0.5701952477067888,0.4051040188652851,0.16509122884150368
17093,0.03310262761668852,0.08507111619322742,0.0519684885765389,Illinois,Kendall County,29492,33168,64205,-3676,0.45934117280585623,0.5165952807413753,-0.05725410793551905
17095,0.04965361049577355,0.08313409439967065,0.0334804839038971,Illinois,Knox County,12009,10703,23205,1306,0.5175177763413058,0.46123680241327303,0.056280973928032774
17097,0.04123102467576653,0.07810341153228081,0.03687238685651428,Illinois,Lake County,123594,204032,334156,-80438,0.3698691629059481,0.6105890661846562,-0.24071990327870812
17099,0.05309847140764129,0.090404893770143,0.037306422362501715,Illinois,LaSalle County,30113,22442,53683,7671,0.5609410800439618,0.4180466814447777,0.14289439859918412
17101,0.05198337208483055,0.08470980673289344,0.03272643464806289,Illinois,Lawrence County,4886,1419,6422,3467,0.7608221737776394,0.22095920274057926,0.5398629710370602
17103,0.039833182093875034,0.06580836000387935,0.025975177910004317,Illinois,Lee County,9630,6407,16440,3223,0.5857664233576643,0.3897201946472019,0.19604622871046234
17105,0.04073896257176579,0.0639771211071233,0.023238158535357503,Illinois,Livingston County,12208,4615,17174,7593,0.710841970420403,0.2687201583789449,0.44212181204145806
17107,0.04345891912048516,0.06462965489019233,0.02117073576970717,Illinois,Logan County,9136,3840,13294,5296,0.6872273205957575,0.2888521137355198,0.39837520686023775
17109,0.04663950363480996,0.06778698835596556,0.021147484721155595,Illinois,McDonough County,7027,4992,12285,2035,0.571998371998372,0.40634920634920635,0.16564916564916565
17111,0.03314634055501927,0.08399545380067985,0.050849113245660583,Illinois,McHenry County,82260,78154,164578,4106,0.4998237917583152,0.4748751351942544,0.02494865656406081
17113,0.037596053210440496,0.06575888376324468,0.028162830552804184,Illinois,McLean County,40502,43933,87389,-3431,0.4634679421895204,0.5027291764409708,-0.039261234251450394
17115,0.05269695756264217,0.09600807227970591,0.04331111471706374,Illinois,Macon County,28589,19847,49387,8742,0.5788770324174378,0.4018668880474619,0.17701014436997592
17117,0.04278136531365314,0.06644308897341826,0.02366172365976512,Illinois,Macoupin County,16153,7365,24070,8788,0.6710843373493975,0.30598255089322807,0.3651017864561695
17119,0.03919174510365535,0.07477095939959322,0.03557921429593787,Illinois,Madison County,76031,57836,137558,18195,0.5527195801043924,0.42044810189156573,0.13227147821282664
17121,0.044730392156862746,0.08992712952641495,0.0451967373695522,Illinois,Marion County,12678,4524,17492,8154,0.7247884747313057,0.2586325177223874,0.4661559570089183
17123,0.048068709522108496,0.07366697058724209,0.02559826106513359,Illinois,Marshall County,4197,2005,6345,2192,0.6614657210401891,0.31599684791174154,0.34546887312844754
17125,0.05326921055397876,0.07549557148882327,0.022226360934844508,Illinois,Mason County,4654,1985,6766,2669,0.6878510198049069,0.29337865799586166,0.39447236180904527
17127,0.055939725461863966,0.09454020806439366,0.03860048260252969,Illinois,Massac County,4997,1725,6818,3272,0.7329128776767381,0.2530067468465826,0.4799061308301555
17129,0.03770508509120554,0.060437572850654486,0.022732487759448944,Illinois,Menard County,4764,2022,6954,2742,0.6850733390854185,0.2907679033649698,0.3943054357204486
17131,0.04981073552968544,0.07648697888757904,0.026676243357893592,Illinois,Mercer County,5418,3280,8914,2138,0.6078079425622616,0.36796051155485754,0.23984743100740402
17133,0.0311477722619499,0.05433690901502888,0.023189136753078977,Illinois,Monroe County,14142,6569,21206,7573,0.6668867301707064,0.3097708195793643,0.3571159105913421
17135,0.05212334801762115,0.08512732374090151,0.033003975723280364,Illinois,Montgomery County,9544,3905,13761,5639,0.6935542475110821,0.2837729816147082,0.40978126589637387
17137,0.040318486385410746,0.06476874217675112,0.024450255791340372,Illinois,Morgan County,9950,5076,15333,4874,0.6489271505902302,0.3310506750146742,0.317876475575556
17139,0.03326351159695403,0.047841738720855904,0.014578227123901874,Illinois,Moultrie County,4964,1662,6744,3302,0.736061684460261,0.24644128113879005,0.48962040332147094
17141,0.04829623545698114,0.07883807349476599,0.030541838037784846,Illinois,Ogle County,16248,9428,26340,6820,0.6168564920273348,0.35793470007593015,0.2589217919514047
17143,0.05112059432164597,0.10247282796387301,0.05135223364222704,Illinois,Peoria County,38252,43578,83973,-5326,0.4555273718933467,0.5189525204530028,-0.06342514855965609
17145,0.05139026812313802,0.08939272069173536,0.038002452568597335,Illinois,Perry County,7313,2612,10071,4701,0.7261443749379406,0.2593585542647205,0.4667858206732201
17147,0.036287286417607874,0.05214028004037699,0.015852993622769117,Illinois,Piatt County,6248,3329,9851,2919,0.6342503299157446,0.33793523500152267,0.2963150949142219
17149,0.043407410906171034,0.057291285578400526,0.013883874672229492,Illinois,Pike County,6332,1484,7965,4848,0.794978028876334,0.18631512868801003,0.6086629001883239
17151,0.05528751476959433,0.07638292498105582,0.021095410211461496,Illinois,Pope County,1722,433,2175,1289,0.7917241379310345,0.19908045977011493,0.5926436781609196
17153,0.06556418608535873,0.10413582934262082,0.03857164325726209,Illinois,Pulaski County,1699,891,2631,808,0.6457620676548841,0.338654503990878,0.3071075636640061
17155,0.05015222355115799,0.07685205300890723,0.026699829457749236,Illinois,Putnam County,1993,1338,3390,655,0.587905604719764,0.39469026548672564,0.1932153392330384
